rank,word,paradigm,frequency,weight,DISKRIM,LAMUV,NETAISN,AICIN,DARB,PERS,ASOC,MILIT,NOSOD,EMOC,NODEV
685,sorosietis,D2.tis,2402,0.7,1,0,0,0,0,0,0,0,0,0,0
686,satricinājums,D1.s,2400,1.0,0,0,0,0,1,0,0,0,0,0,0
687,virca,D4.a,2391,0.4,0,0,0,0,0,0,1,0,0,0,0
688,izdemolēt,K2.t,2383,1.0,0,0,0,0,1,0,0,0,0,0,0
689,вор,Rus,2381,0.7,0,0,1,0,0,0,0,0,1,0,0
690,nolinčot,K2.t,2380,1.0,0,0,0,0,1,0,0,0,0,0,0
691,вооружение,Rus,2376,0.4,0,0,0,0,0,0,0,1,0,0,0
692,jānovāc,Fix,2359,1.0,0,0,0,1,0,0,0,0,0,0,0
693,izmēzt,K1.zt.žu.zu,2357,1.0,0,0,0,0,1,0,0,0,0,0,0
694,sterva,D4.a,2341,0.4,0,1,0,0,0,0,0,0,0,0,0
695,военнослужащий,Rus,2338,0.4,0,0,0,0,0,0,0,1,0,0,0
696,kalpone,D5.e,2324,0.7,0,0,1,0,0,0,0,0,0,0,0
697,nīdēt,K2.t,2316,1.0,0,0,0,0,1,0,0,0,0,0,0
698,diršana,D4.a,2310,0.4,0,0,0,0,0,0,1,0,0,0,0
699,izkratīt,K3.īt,2309,1.0,0,0,0,0,1,0,0,0,0,0,0
700,jāklapē,Fix,2309,1.0,0,0,0,1,0,0,0,0,0,0,0
701,žņaugt,K1.gt.dzu.dzu,2298,1.0,0,0,0,1,1,0,0,0,0,0,0
702,šķēps,D1.s,2282,0.4,0,0,0,0,0,0,0,1,0,0,0
703,бояться,Rus,2278,0.7,0,0,0,0,0,0,1,0,0,1,0
704,бомбить,Rus,2274,0.7,0,0,0,0,1,0,0,1,0,0,0
705,iegrūsts,Īp.s,2264,1.0,0,0,0,0,1,0,0,0,0,0,0
706,pederastija,D4.a,2263,0.7,1,0,0,0,0,0,0,0,0,0,0
707,afēriste,D5.e,2251,0.7,0,0,1,0,0,0,0,0,0,0,0
708,sakūdīt,K3.īt,2244,1.0,0,0,0,0,1,0,0,0,0,0,0
709,ķenga,D4.a,2225,0.4,0,0,0,0,0,0,1,0,0,0,0
710,gēbelss,D1.s,2217,0.7,0,0,0,0,0,1,0,0,0,0,0
711,уничтожение,Rus,2215,1.0,0,0,0,0,1,0,0,0,0,0,0
712,iekarotāja,D4.a,2198,0.4,0,0,0,0,0,0,0,1,0,0,0
713,maucība,D4.a,2191,0.7,0,0,0,0,0,0,0,0,1,0,0
714,sadurt,K1.urt.uru.ūru,2186,1.0,0,0,0,1,1,0,0,0,0,0,0
715,атака,Rus,2146,0.7,0,0,1,0,1,0,0,1,0,0,0
716,apkāst,K1.st.šu.su,2136,0.7,0,0,1,0,0,0,0,0,0,0,0
717,noziegties,K1.gties.dzos.dzos,2136,0.7,0,0,1,0,0,0,0,0,0,0,0
718,aunapiere,D5.e,2133,0.4,0,1,0,0,0,0,0,0,0,0,0
719,pretīgums,D1.s,2113,0.7,0,0,0,0,0,0,0,0,1,0,0
720,захватить,Rus,2108,1.0,0,0,0,0,1,0,0,0,0,0,0
721,фронт,Rus,2101,0.4,0,0,0,0,0,0,0,1,0,0,0
722,националист,Rus,2084,0.4,0,0,0,0,0,0,1,0,0,0,0
723,ņirga,D4.a,2074,1.0,0,0,0,0,1,0,0,0,0,0,0
724,nožmiegt,K1.gt.dzu.dzu,2068,1.0,0,0,0,0,1,0,0,0,0,0,0
725,умереть,Rus,2063,0.4,0,0,0,0,0,0,1,0,0,0,0
726,degšana,D4.a,2061,1.0,0,0,0,0,1,0,0,0,0,0,0
727,kaitniecisks,Īp.s,2058,1.0,0,0,0,0,1,0,0,0,0,0,0
728,ķengāties,K2.ties,2057,1.0,0,0,0,0,1,0,0,0,0,0,0
729,кровь,Rus,2050,0.4,0,0,0,0,0,0,1,0,0,0,0
730,ненависть,Rus,2047,1.0,0,0,0,0,0,0,0,0,0,1,0
731,kaklakungs,D1.s,2039,0.7,0,0,1,0,0,0,0,0,0,0,0
732,apzadzējs,D1.s,2033,0.85,0,0,1,0,1,0,0,0,0,0,0
733,хунта,Rus,2030,0.4,0,0,0,0,0,0,0,1,0,0,0
734,bardzība,D4.a,2028,1.0,0,0,0,0,1,0,0,0,0,0,0
735,apzagties,K1.agties.ogos.agos,2008,0.85,0,0,1,0,1,0,0,0,0,0,0
736,nepiedodams,Īp.s,2006,0.4,0,0,0,0,0,0,1,0,0,0,0
737,kropļošana,D4.a,1990,1.0,0,0,0,0,1,0,0,0,0,0,0
738,mocīšana,D4.a,1973,1.0,0,0,0,0,1,0,0,0,0,0,0
739,тюрьма,Rus,1959,0.4,0,0,0,0,0,0,1,0,0,0,0
740,бомба,Rus,1948,0.4,0,0,0,0,0,0,0,1,0,0,0
741,дивизия,Rus,1948,0.4,0,0,0,0,0,0,0,1,0,0,0
742,alkāne,D5.e,1947,0.4,0,1,0,0,0,0,0,0,0,0,0
743,противник,Rus,1940,0.4,0,0,0,0,0,0,0,1,0,0,0
744,урод,Rus,1938,0.55,1,1,0,0,0,0,0,0,0,0,0
745,bastards,D1.s,1936,0.4,0,1,0,0,0,0,0,0,0,0,0
747,uguņošana,D4.a,1930,0.4,0,0,0,0,0,0,1,0,0,0,0
748,убивать,Rus,1927,1.0,0,0,0,0,1,0,0,0,0,0,0
749,sātanisms,D1.s,1918,0.4,0,0,0,0,0,0,1,0,0,0,0
751,jāpiedzen,Fix,1901,1.0,0,0,0,1,0,0,0,0,0,0,0
752,jāgriež,Fix,1898,1.0,0,0,0,1,0,0,0,0,0,0,0
753,вторжение,Rus,1895,1.0,0,0,0,0,1,0,0,0,0,0,0
754,paverdzināts,Īp.s,1892,0.7,0,0,1,0,0,0,0,0,0,0,0
755,sliktums,D1.s,1891,0.7,0,0,0,0,0,0,0,0,1,0,0
756,нарушение,Rus,1885,0.7,0,0,1,0,0,0,0,0,1,0,0
757,jāgāž,Fix,1882,1.0,0,0,0,0,1,0,0,0,0,0,0
758,убийца,Rus,1838,1.0,0,0,0,0,1,0,0,0,0,0,0
759,aizšaut,K1.aut.auju.āvu,1829,1.0,0,0,0,0,1,0,0,0,0,0,0
760,офицер,Rus,1813,0.4,0,0,0,0,0,0,0,1,0,0,0
761,apmīzties,K1.zties.žos.zos,1805,0.4,0,0,0,0,0,0,1,0,0,0,0
762,нападение,Rus,1802,1.0,0,0,0,0,1,0,0,0,0,0,0
763,apčakarēts,Īp.s,1794,0.7,0,0,1,0,0,0,0,0,0,0,0
764,смерть,Rus,1790,0.4,0,0,0,0,0,0,1,0,0,0,0
765,mankurts,D1.s,1788,0.1,0,0,0,0,0,0,0,0,0,0,1
766,протест,Rus,1782,1.0,0,0,0,0,1,0,0,0,0,0,0
767,бред,Rus,1778,0.7,0,0,0,0,0,0,0,0,1,0,0
768,бандит,Rus,1767,0.7,0,0,0,0,1,0,1,0,0,0,0
769,говно,Rus,1756,0.4,0,1,0,0,0,0,0,0,0,0,0
770,debilizācija,D4.a,1743,0.4,0,0,0,0,0,0,1,0,0,0,0
771,ņirdzīgs,Īp.s,1738,1.0,0,0,0,0,1,0,0,0,0,0,0
772,žmiegt,K1.gt.dzu.dzu,1725,0.1,0,0,0,0,0,0,0,0,0,0,0
773,позор,Rus,1725,0.7,0,0,0,0,0,0,0,0,1,0,0
774,ложь,Rus,1723,1.0,0,0,0,0,1,0,0,0,0,0,0
776,kaušana,D4.a,1698,1.0,0,0,0,0,1,0,0,0,0,0,0
777,проклятый,Rus,1693,0.85,0,0,0,0,1,0,0,0,1,0,0
778,бороться,Rus,1685,0.4,0,0,0,0,0,0,1,0,0,0,0
779,сепаратист,Rus,1679,0.4,0,0,0,0,0,0,1,0,0,0,0
780,олигарх,Rus,1673,0.7,0,0,1,0,0,0,0,0,0,0,0
781,agonēt,K2.t,1656,0.4,0,0,0,0,0,0,1,0,0,0,0
782,sodāmība,D4.a,1638,0.4,0,0,0,0,0,0,1,0,0,0,0
783,геноцид,Rus,1631,0.4,0,0,0,0,0,0,0,1,0,0,0
784,теракт,Rus,1627,0.4,0,0,0,0,0,0,0,1,0,0,0
785,demolēšana,D4.a,1619,1.0,0,0,0,0,1,0,0,0,0,0,0
786,переворот,Rus,1616,0.4,0,0,0,0,0,0,0,1,0,0,0
787,силовик,Rus,1613,0.4,0,0,0,0,0,0,0,1,0,0,0
788,kalaša,D4.a,1612,0.4,0,0,0,0,0,0,1,1,0,0,0
789,saindēšanās,DR.šanās,1609,1.0,0,0,0,0,1,0,0,0,0,0,0
790,kovidiots,D1.s,1606,0.4,0,1,0,0,0,0,0,0,0,0,0
791,karagūsteknis,D2.nis,1600,0.4,0,0,0,0,0,0,0,1,0,0,0
794,iznīdēšana,D4.a,1580,1.0,0,0,0,0,1,0,0,0,0,0,0
795,ekstrēmiste,D5.e,1577,0.4,0,0,0,0,0,0,1,0,0,0,0
796,kriminālists,D1.s,1573,0.4,0,0,0,0,0,0,1,0,0,0,0
797,izkastrēt,K2.t,1572,1.0,0,0,0,1,0,0,0,0,0,0,0
798,свинья,Rus,1563,0.4,0,1,0,0,0,0,0,0,0,0,0
799,nepieņemts,Īp.s,1561,0.7,0,0,0,0,0,0,0,0,1,0,0
800,беда,Rus,1560,0.7,0,0,0,0,0,0,1,0,0,1,0
801,sašmucēties,K2.ties,1555,0.7,0,0,0,0,0,0,0,0,1,0,0
802,спецслужба,Rus,1549,0.4,0,0,0,0,0,0,0,1,0,0,0
804,полицейский,Rus,1527,0.4,0,0,0,0,0,0,1,0,0,0,0
805,дебил,Rus,1526,0.4,0,1,0,0,0,0,0,0,0,0,0
807,преступник,Rus,1516,0.55,0,0,0,0,0,0,1,0,1,0,0
808,kretinēt,K2.t,1512,1.0,0,0,0,0,1,0,0,0,0,0,0
809,noziedzniece,D5.e,1508,0.7,0,0,1,0,0,0,0,0,0,0,0
810,русофоб,Rus,1494,0.7,1,0,0,0,0,0,0,0,0,0,0
811,полиция,Rus,1490,0.4,0,0,0,0,0,0,1,0,0,0,0
812,parazitējošs,Īp.s,1478,0.7,0,0,1,0,0,0,0,0,1,0,0
813,орда,Rus,1473,0.4,0,0,0,0,0,0,0,1,0,0,0
816,dirsējs,D1.s,1434,0.4,0,1,0,0,0,0,0,0,0,0,0
817,мигрант,Rus,1433,0.7,1,0,0,0,0,0,0,0,0,0,0
818,катастрофа,Rus,1427,0.4,0,0,0,0,0,0,1,0,0,0,0
819,поражение,Rus,1426,0.7,0,0,0,0,1,0,0,1,0,0,0
820,aizskārums,D1.s,1421,1.0,0,0,0,0,1,0,0,0,0,0,0
821,захват,Rus,1409,1.0,0,0,0,0,1,0,0,0,0,0,0
822,оккупация,Rus,1408,0.4,0,0,0,0,0,0,1,0,0,0,0
823,jānomirst,Fix,1404,1.0,0,0,0,1,0,0,0,0,0,0,0
825,induss,D1.s,1396,0.7,1,0,0,0,0,0,0,0,0,0,0
826,nedraugs,D1.s,1396,0.4,0,0,0,0,0,0,1,0,0,0,0
827,труп,Rus,1382,0.4,0,0,0,0,0,0,1,0,0,0,0
828,страхов,Rus,1381,1.0,0,0,0,0,0,0,0,0,0,1,0
829,aizmālēts,Īp.s,1377,0.7,0,0,1,0,0,0,0,0,0,0,0
830,nosmakt,K1.kt.kstu.ku,1352,1.0,0,0,0,0,1,0,0,0,0,0,0
831,pāridarījums,D1.s,1341,0.7,0,0,1,0,0,0,0,0,0,0,0
832,ужас,Rus,1337,1.0,0,0,0,0,0,0,0,0,0,1,0
833,разведка,Rus,1336,0.4,0,0,0,0,0,0,0,1,0,0,0
834,čigāniete,D5.e,1333,0.7,1,0,0,0,0,0,0,0,0,0,0
835,neliete,D5.e,1331,0.7,0,0,0,0,0,0,0,0,1,0,0
836,kukuļņēmēja,D4.a,1330,0.7,0,0,1,0,0,0,0,0,0,0,0
837,баба,Rus,1322,0.55,1,1,0,0,0,0,0,0,0,0,0
838,кацап,Rus,1312,0.4,0,1,0,0,0,0,0,0,0,0,0
839,жопа,Rus,1310,0.4,0,1,0,0,0,0,0,0,0,0,0
840,biedinājums,D1.s,1304,1.0,0,0,0,0,1,0,0,0,0,0,0
841,nolikvidēts,Īp.s,1303,1.0,0,0,0,0,1,0,0,0,0,0,0
842,агрессор,Rus,1295,0.85,0,0,1,0,0,0,0,0,0,1,0
843,duelis,D2.lis,1278,0.4,0,0,0,0,0,0,1,0,0,0,0
844,sabotēt,K2.t,1278,1.0,0,0,0,0,1,0,0,0,0,0,0
845,легионер,Rus,1272,0.4,0,0,0,0,0,0,0,1,0,0,0
846,krople,D5.e,1268,0.55,1,1,0,0,0,0,0,0,0,0,0
847,pāridarītājs,D1.s,1262,0.7,0,0,1,0,0,0,0,0,0,0,0
848,izņirgāties,K2.ties,1256,1.0,0,0,0,0,1,0,0,0,0,0,0
849,национал,Rus,1255,0.4,0,1,0,0,0,0,1,0,0,0,0
850,терроризм,Rus,1253,0.4,0,0,0,0,0,0,0,1,0,0,0
851,голод,Rus,1231,0.4,0,0,0,0,0,0,1,0,0,0,0
852,pļauka,D4.a,1206,0.4,0,0,0,0,0,0,1,0,0,0,0
853,nešķīsts,Īp.s,1205,0.7,0,0,0,0,0,0,0,0,1,0,0
854,samalts,Īp.s,1205,1.0,0,0,0,0,1,0,0,0,0,0,0
855,piedrāzt,K1.zt.žu.zu,1203,1.0,0,0,0,0,1,0,0,0,0,0,0
856,provokātors,D1.s,1199,0.4,0,0,0,0,0,0,1,0,0,0,0
857,jāvergo,Fix,1194,1.0,0,0,0,1,0,0,0,0,0,0,0
858,ада,Rus,1188,0.4,0,0,0,0,0,0,1,0,0,0,0
859,daune,D5.e,1185,0.4,0,1,0,0,0,0,0,0,0,0,0
861,mauķele,D5.e,1185,0.4,0,1,0,0,0,0,0,0,0,0,0
863,рабство,Rus,1180,0.7,1,0,1,0,0,0,0,0,0,0,0
864,covidiots,D1.s,1170,0.4,0,1,0,0,0,0,0,0,0,0,0
865,mānīties,K3.īties,1168,0.7,0,0,1,0,0,0,0,0,0,0,0
866,izdupsēt,K2.t,1161,1.0,0,0,0,0,1,0,0,0,0,0,0
867,izslaukt,K1.kt.cu.cu,1161,0.1,0,0,0,0,0,0,0,0,0,0,0
868,pamuļķe,D5.e,1160,0.4,0,1,0,0,0,0,0,0,0,0,0
869,dauzīšana,D4.a,1156,1.0,0,0,0,0,1,0,0,0,0,0,0
870,обвинение,Rus,1155,0.85,0,0,0,0,1,0,0,0,1,0,0
871,manipulēšana,D4.a,1140,0.7,0,0,1,0,0,0,0,0,0,0,0
872,взрыв,Rus,1138,0.4,0,0,0,0,0,0,0,1,0,0,0
873,дерьмо,Rus,1138,0.4,0,1,0,0,0,0,0,0,0,0,0
874,izdurt,K1.urt.uru.ūru,1133,1.0,0,0,0,0,1,0,0,0,0,0,0
875,насилие,Rus,1130,1.0,0,0,0,0,1,0,0,0,0,0,0
876,клоун,Rus,1129,0.7,0,0,0,0,0,0,0,0,1,0,0
878,плевать,Rus,1121,1.0,0,0,0,0,0,0,0,0,0,1,0
879,karalauks,D1.s,1110,0.4,0,0,0,0,0,0,0,1,0,0,0
880,полковник,Rus,1110,0.4,0,0,0,0,0,0,0,1,0,0,0
881,боеприпас,Rus,1107,0.4,0,0,0,0,0,0,0,1,0,0,0
882,liekule,D5.e,1101,0.7,0,0,0,0,0,0,0,0,1,0,0
883,хрен,Rus,1096,0.4,0,1,0,0,0,0,0,0,0,0,0
884,обвинить,Rus,1094,0.85,0,0,0,0,1,0,0,0,1,0,0
885,verdzene,D5.e,1091,0.7,0,0,1,0,0,0,0,0,0,0,0
886,гроб,Rus,1088,0.4,0,0,0,0,0,0,1,0,0,0,0
887,apkrāpšana,D4.a,1086,0.7,0,0,1,0,0,0,0,0,0,0,0
888,kaušanās,DR.šanās,1086,1.0,0,0,0,0,1,0,0,0,0,0,0
889,банда,Rus,1086,0.4,0,0,0,0,0,0,1,0,0,0,0
890,скот,Rus,1086,0.4,0,1,0,0,0,0,0,0,0,0,0
891,amputēt,K2.t,1080,1.0,0,0,0,0,1,0,0,0,0,0,0
892,iezombēts,Īp.s,1079,1.0,0,0,0,0,1,0,0,0,0,0,0
893,вина,Rus,1076,0.1,0,0,0,0,0,0,0,0,0,0,0
894,parazitēšana,D4.a,1066,0.7,0,0,1,0,0,0,0,0,1,0,0
895,kalpība,D4.a,1064,0.7,0,0,1,0,0,0,0,0,0,0,0
896,нацизм,Rus,1063,0.4,0,0,0,0,0,0,1,0,0,0,0
897,kūtspakaļa,D4.a,1060,0.4,0,1,0,0,0,0,0,0,0,0,0
898,ранение,Rus,1052,0.4,0,0,0,0,0,0,1,0,0,0,0
899,сдохнуть,Rus,1047,1.0,0,0,0,0,1,0,0,0,0,0,0
900,nodīrāt,K2.t,1046,1.0,0,0,0,0,1,0,0,0,0,0,0
901,бить,Rus,1046,1.0,0,0,0,0,1,0,0,0,0,0,0
902,lobētājs,D1.s,1040,0.7,0,0,1,0,0,0,0,0,0,0,0
903,pakāršana,D4.a,1040,1.0,0,0,0,0,1,0,0,0,0,0,0
904,задница,Rus,1031,0.4,0,1,0,0,0,0,0,0,0,0,0
905,noasiņot,K2.t,1026,0.4,0,0,0,0,0,0,1,0,0,0,0
906,jādedzina,Fix,1020,1.0,0,0,0,1,0,0,0,0,0,0,0
907,мразь,Rus,1019,0.4,0,1,0,0,0,0,0,0,0,0,0
908,арестовать,Rus,1013,1.0,0,0,0,0,1,0,0,0,0,0,0
909,mēslains,Īp.s,1009,0.4,0,0,0,0,0,0,1,0,0,0,0
911,ivanuška,D4.a,1007,0.7,1,0,0,0,0,0,0,0,0,0,0
912,проститутка,Rus,1006,0.7,1,0,0,0,0,0,0,0,0,0,0
913,расстрел,Rus,1005,0.7,0,0,0,0,1,0,0,1,0,0,0
915,спецназ,Rus,981,0.4,0,0,0,0,0,0,0,1,0,0,0
916,истерика,Rus,976,0.4,0,0,0,0,0,0,1,0,0,0,0
917,посадить,Rus,976,1.0,0,0,0,1,0,0,0,0,0,0,0
918,зады,Rus,966,0.4,0,1,0,0,0,0,0,0,0,0,0
919,pisties,K1.sties.šos.sos,963,0.4,0,1,0,0,0,0,0,0,0,0,0
920,iztrenkāt,K2.t,959,1.0,0,0,0,0,1,0,0,0,0,0,0
921,баран,Rus,954,0.4,0,1,0,0,0,0,0,0,0,0,0
922,дегенерат,Rus,952,0.4,0,1,0,0,0,0,0,0,0,0,0
923,преступный,Rus,951,0.55,0,0,0,0,0,0,1,0,1,0,0
924,шлюха,Rus,949,0.4,0,1,0,0,0,0,0,0,0,0,0
925,чекист,Rus,943,0.4,0,0,0,0,0,0,1,0,0,0,0
926,морда,Rus,936,0.4,0,1,0,0,0,0,0,0,0,0,0
927,пентагон,Rus,926,0.4,0,0,0,0,0,0,0,1,0,0,0
928,сопротивление,Rus,924,1.0,0,0,0,0,1,0,0,0,0,0,0
929,apčakarēšana,D4.a,918,0.7,0,0,1,0,0,0,0,0,0,0,0
930,стрелка,Rus,908,0.4,0,0,0,0,0,0,0,1,0,0,0
931,drāzējs,D1.s,902,1.0,0,0,0,0,1,0,0,0,0,0,0
932,империя,Rus,896,0.4,0,0,0,0,0,0,1,0,0,0,0
933,трусов,Rus,894,0.7,0,0,0,0,0,0,0,0,1,0,0
934,мочить,Rus,892,0.4,0,0,0,0,0,0,0,1,0,0,0
935,nokaušana,D4.a,889,1.0,0,0,0,0,1,0,0,0,0,0,0
936,sitēja,D4.a,889,1.0,0,0,0,0,1,0,0,0,0,0,0
937,паразит,Rus,883,0.6,0,1,1,0,0,0,0,0,1,0,0
938,продажный,Rus,876,0.7,0,0,0,0,0,0,0,0,1,0,1
939,aiztriekt,K1.kt.cu.cu,875,1.0,0,0,0,0,1,0,0,0,0,0,0
940,провокатор,Rus,873,0.7,0,0,0,0,0,0,0,0,0,0,1
941,грабить,Rus,867,0.85,0,0,1,0,1,0,0,0,0,0,0
942,десантник,Rus,862,0.4,0,0,0,0,0,0,0,1,0,0,0
943,скандал,Rus,862,0.4,0,0,0,0,0,0,1,0,0,0,0
944,национализм,Rus,856,0.4,0,0,0,0,0,0,1,0,0,0,0
945,большевик,Rus,854,0.4,0,0,0,0,0,0,1,0,0,0,0
946,бой,Rus,851,0.4,0,0,0,0,0,0,0,1,0,0,0
947,могила,Rus,843,0.4,0,0,0,0,0,0,1,0,0,0,0
948,разрушить,Rus,842,1.0,0,0,0,0,1,0,0,0,0,0,0
949,ворованный,Rus,837,0.7,0,0,1,0,0,0,0,0,0,0,0
950,ликвидировать,Rus,836,1.0,0,0,0,0,1,0,0,0,0,0,0
951,стрелять,Rus,832,0.7,0,0,0,0,1,0,0,1,0,0,0
952,apdullināts,Īp.s,825,1.0,0,0,0,0,1,0,0,0,0,0,0
953,санкция,Rus,825,1.0,0,0,0,0,1,0,0,0,0,0,0
954,террористический,Rus,824,0.4,0,0,0,0,0,0,0,1,0,0,0
956,pēršana,D4.a,822,1.0,0,0,0,0,1,0,0,0,0,0,0
958,грузить,Rus,822,1.0,0,0,0,0,0,0,0,0,0,0,0
959,противный,Rus,819,0.7,0,0,0,0,0,0,0,0,1,0,0
960,легион,Rus,817,0.4,0,0,0,0,0,0,0,1,0,0,0
961,nonicināt,K3.ināt,811,1.0,0,0,0,0,1,0,0,0,0,0,0
962,kaunīgs,Īp.s,809,0.7,0,0,0,0,0,0,0,0,1,0,0
963,прокуратура,Rus,805,0.4,0,0,0,0,0,0,1,0,0,0,0
964,ienaidniece,D5.e,803,0.4,0,0,0,0,0,0,0,1,0,0,0
965,грозить,Rus,803,1.0,0,0,0,0,1,0,0,0,0,0,0
966,трибунал,Rus,803,0.4,0,0,0,0,0,0,0,1,0,0,0
967,мина,Rus,802,0.4,0,0,0,0,0,0,0,1,0,0,0
968,нарушить,Rus,800,0.7,0,0,1,0,0,0,0,0,1,0,0
969,педофил,Rus,800,0.4,0,0,0,0,0,0,1,0,0,0,0
970,воин,Rus,793,0.4,0,0,0,0,0,0,0,1,0,0,0
971,фашистский,Rus,786,0.4,0,0,0,0,0,0,1,0,0,0,0
972,лох,Rus,779,0.4,0,1,0,0,0,0,0,0,0,0,0
973,снайпер,Rus,772,0.4,0,0,0,0,0,0,0,1,0,0,0
974,dirsties,K1.sties.šos.sos,759,0.4,0,0,0,0,0,0,1,0,0,0,0
975,наказание,Rus,757,0.7,0,0,0,0,1,0,1,0,0,0,0
976,разбить,Rus,755,1.0,0,0,0,0,1,0,0,0,0,0,0
977,жид,Rus,753,0.4,0,1,0,0,0,0,0,0,0,0,0
978,корова,Rus,753,0.4,0,1,0,0,0,0,0,0,0,0,0
980,свинопас,Rus,751,0.4,0,1,0,0,0,0,0,0,0,0,0
981,kovidnieks,D1.s,749,0.4,0,1,0,0,0,0,0,0,0,0,0
982,стрельба,Rus,749,0.4,0,0,0,0,0,0,0,1,0,0,0
983,dedzinātāja,D4.a,746,1.0,0,0,0,0,1,0,0,0,0,0,0
984,бомбардировщик,Rus,746,0.4,0,0,0,0,0,0,0,1,0,0,0
985,krāpniece,D5.e,744,0.7,0,0,1,0,0,0,0,0,0,0,0
986,негр,Rus,740,0.7,1,0,0,0,0,0,0,0,0,0,0
987,отобрать,Rus,739,0.7,0,0,1,0,0,0,0,0,0,0,0
988,priduraks,D1.s,738,0.4,0,1,0,0,0,0,0,0,0,0,0
990,врать,Rus,735,0.7,0,0,1,0,0,0,0,0,0,0,0
991,nomaukt,K1.kt.cu.cu,732,1.0,0,0,0,0,1,0,0,0,0,0,0
992,заключение,Rus,729,0.4,0,0,0,0,0,0,1,0,0,0,0
993,злоба,Rus,725,1.0,0,0,0,0,0,0,0,0,0,1,0
994,агрессия,Rus,723,1.0,0,0,0,0,1,0,0,0,0,1,0
995,apkaunots,Īp.s,720,0.7,0,0,0,0,0,0,0,0,1,0,0
996,обмануть,Rus,719,0.8,0,0,1,0,1,0,0,0,0,0,1
997,штурм,Rus,717,0.7,0,0,0,0,1,0,0,1,0,0,0
998,забить,Rus,713,1.0,0,0,0,1,0,0,0,0,0,0,0
999,наплевать,Rus,709,0.7,0,0,1,0,0,0,0,0,0,0,0
1000,рожа,Rus,702,0.4,0,1,0,0,0,0,0,0,0,0,0
1001,kūdītāja,D4.a,699,1.0,0,0,0,0,1,0,0,0,0,0,0
1002,грехов,Rus,696,0.7,0,0,0,0,0,0,0,0,1,0,0
1003,молотовой,Rus,694,0.55,0,0,0,0,0,1,0,1,0,0,0
1004,spiedze,D5.e,692,0.4,0,0,0,0,0,0,0,1,0,0,1
1005,пожар,Rus,687,0.4,0,0,0,0,0,0,1,0,0,0,0
1006,противостояние,Rus,683,1.0,0,0,0,0,1,0,0,0,0,0,0
1007,разрушение,Rus,681,1.0,0,0,0,0,1,0,0,0,0,0,0
1008,jābrēc,Fix,676,1.0,0,0,0,1,0,0,0,0,0,0,0
1009,крест,Rus,676,0.1,0,0,0,0,0,0,0,0,0,0,0
1010,наказать,Rus,673,0.7,0,0,0,0,1,0,1,0,0,0,0
1011,уничтожать,Rus,665,1.0,0,0,0,0,1,0,0,0,0,0,0
1012,нож,Rus,660,0.4,0,0,0,0,0,0,1,0,0,0,0
1013,вооружённый,Rus,656,0.4,0,0,0,0,0,0,0,1,0,0,0
1014,арест,Rus,654,1.0,0,0,0,0,1,0,0,0,0,0,0
1015,давила,Rus,653,1.0,0,0,0,0,1,0,0,0,0,0,0
1016,verdzināt,K3.ināt,646,0.7,0,0,1,0,0,0,0,0,0,0,0
1017,гибнуть,Rus,646,0.4,0,0,0,0,0,0,1,0,0,0,0
1018,судья,Rus,646,0.4,0,0,0,0,0,0,1,0,0,0,0
1019,террор,Rus,646,0.4,0,0,0,0,0,0,0,1,0,0,0
1020,боль,Rus,638,1.0,0,0,0,0,0,0,0,0,0,1,0
1021,инвалид,Rus,637,0.7,1,0,0,0,0,0,0,0,0,0,0
1022,крах,Rus,636,1.0,0,0,0,0,1,0,0,0,0,0,0
1023,крыса,Rus,636,0.4,0,1,0,0,0,0,0,0,0,0,0
1024,самооборона,Rus,636,0.4,0,0,0,0,0,0,0,1,0,0,0
1025,кретин,Rus,633,0.4,0,1,0,0,0,0,0,0,0,0,0
1026,мусор,Rus,633,0.4,0,1,0,0,0,0,1,0,0,0,0
1027,радикал,Rus,633,0.4,0,0,0,0,0,0,1,0,0,0,0
1028,pimpis,D2.pis,631,0.4,0,1,0,0,0,0,0,0,0,0,0
1029,продать,Rus,627,0.7,0,0,0,0,0,0,0,0,0,0,1
1030,likviditāte,D5.e,626,1.0,0,0,0,0,1,0,0,0,0,0,0
1031,взорвать,Rus,626,1.0,0,0,0,0,1,0,0,0,0,0,0
1032,висеть,Rus,625,0.4,0,0,0,0,0,0,1,0,0,0,0
1033,фейк,Rus,618,1.0,0,0,0,0,0,0,0,0,0,0,0
1035,обезьяна,Rus,612,0.55,1,1,0,0,0,0,0,0,0,0,0
1036,sodība,D4.a,611,0.4,0,0,0,0,0,0,1,0,0,0,0
1037,родить,Rus,611,0.4,0,1,0,0,0,0,0,0,0,0,0
1038,оскорбление,Rus,609,0.85,0,0,1,0,1,0,0,0,0,0,0
1039,разжигание,Rus,609,1.0,0,0,0,0,1,0,0,0,0,0,0
1040,кладбище,Rus,608,0.4,0,0,0,0,0,0,1,0,0,0,0
1041,нацистский,Rus,608,0.4,0,0,0,0,0,0,1,0,0,0,0
1042,šaurpierītis,D2.tis,603,0.4,0,1,0,0,0,0,0,0,0,0,0
1043,атаковать,Rus,602,0.7,0,0,0,0,1,0,0,1,0,0,0
1044,бей,Rus,601,1.0,0,0,0,0,1,0,0,0,0,0,0
1045,изнасиловать,Rus,597,1.0,0,0,0,0,1,0,0,0,0,0,0
1046,мат,Rus,597,0.4,0,0,0,0,0,0,1,0,0,0,0
